key,0,1
#,Slowly,Dialogue
int32,bit&01,str
0,False,""
1,False,""
2,False,"Approchez, mesdames et messieurs<Indent/>!"
3,True,"Que des bonnes affaires<Indent/>!"
4,True,"Zzz..."
5,False,"Des nouvelles de l'Empire<Indent/>?"
6,False,"Nous attendons un rapport de nos unités sur place."
7,False,"Ah<Indent/>! Quelle cité pittoresque et verdoyante<Indent/>!"
8,False,"Cette ville n'est pas très accueillante..."
9,False,"Alors<Indent/>? Ne me fais pas languir plus longtemps."
10,False,"Celui-là. Commençons avec celui-là."
11,False,"Gentil, lààà..."
12,False,"Kwéé..."
13,False,"Je vais faire un rapport."
14,False,"On dirait bien."
15,False,"C'est un coup des Ixali, apparemment."
16,False,"Laissez-moi vous montrer, Monsieur."
17,False,"Quand est le prochain départ<Indent/>?"
18,False,"Elle en met, du temps..."
19,False,"..."
20,False,"..."
21,False,"... Zzz..."
22,False,"Les étrangers ne sont bons à rien."
23,False,"Aucun Ixal en vue<Indent/>!"
24,False,"Quel plumage magnifique<Indent/>!"
25,False,"Le quartier commerçant se trouve par là."
26,False,"..."
27,False,"Allez... fais pas la tête<Indent/>!"
28,False,"Et si on faisait appel aux esprits<Indent/>?"
29,False,"C'est à nous de protéger la forêt<Indent/>!"
30,False,"Il tourne, il tourne, le joli moulin...♪"
31,False,"Il faut se reposer quand on en a l'occasion..."
32,False,"K-kwé... kwé..."
33,False,"Eh bien<Indent/>? Qu'est-ce que tu as<Indent/>?"
34,False,"Voyons voir... Un, deux, trois..."
35,False,"Ces mots resteront gravés dans mon cœur<Indent/>!"
36,False,"Zzz..."
37,False,"Beuh, mes mains sentent les légumes de Gysahl..."
38,False,"Il n'y en a jamais, en ce moment..."
39,False,"On n'a plus de noix, désolé<Indent/>!"
40,False,"Pfouh..."
41,False,"Mangez-moi, mangez-moi...♪"
42,False,"Ah, j'ai de la sciure dans le nez<Indent/>!"
43,False,"Et je tape, tape, tape..."
44,False,"Bah, <If(PlayerParameter(4))>une grande<Else/>un grand</If>... Laisse-nous un peu<Indent/>!"
45,False,"♪ La la la, la la..."
46,False,"Je peux le faire, je te dis<Indent/>! Regarde un peu<Indent/>!"
47,False,"Tu vas encore tomber..."
48,False,"Il faut faire confiance aux esprits."
49,False,"Que pouvons-nous faire<Indent/>?"
50,False,"♪♪♪"
51,False,"Fouh... Besoin de souffler..."
52,False,"Elles ont bien grandi<Indent/>!"
53,False,"Encore un peu, et elles seront prêtes."
54,False,"Je t'ai bien dit que la forêt était dangereuse<Indent/>!?"
55,False,"Mais, euh<Indent/>!"
56,False,"Admirez nos produits, mesdames et messieurs<Indent/>!"
57,False,"Vous ne trouverez pas moins cher ailleurs<Indent/>!"
58,False,"On devrait se donner une autre chance, toi et moi<Indent/>!"
59,False,"Peut-être bien, oui..."
60,False,"Sois <If(PlayerParameter(4))>la<Else/>le</If> bienvenu<If(PlayerParameter(4))>e<Else/></If>, l'ami<If(PlayerParameter(4))>e<Else/></If>."
61,False,"Kwé kwé..."
62,False,"Pardon, je ne recommencerai plus..."
63,False,"C'est la dernière fois<Indent/>!"
64,False,"Pfff, ces Crépusculaires..."
65,False,"Pas de bruit, je vous prie."
66,False,"Debout, on n'a pas fini<Indent/>!"
67,False,"Mais j'ai les pieds en compote..."
68,False,"Oui, Chef<Indent/>!"
69,False,"Restez bien droits, gardez le rythme..."
70,False,"Moins raide sur tes jambes<Indent/>!"
71,False,"Yah<Indent/>!"
72,False,"M... Mes bras..."
