key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
#,Vision,Objective,PreviousObjective,,,,,,,,,,,,,,,,,,,,
int32,str,str,str,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,int16,int16,uint16,byte
0,"","","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
1,"Objectif de développement : construire votre hutte placide","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
2,"Objectif de développement : construire votre hutte placide","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Reparler à Chamoiselle<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
3,"Objectif de développement : construire votre hutte placide","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Utiliser le mode “Collecter” pour amasser des matériaux, puis parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","Reparler à Chamoiselle",2,2,3,3,2,4,0,3,1,255,0,0,255,0,0,1,0,0,0,0
4,"Objectif de développement : construire votre hutte placide","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Accéder à l'atelier pour fabriquer une hache en pierre de pionnier, puis parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","Utiliser le mode ""Collecter"" pour amasser des matériaux, puis parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
5,"Objectif de développement : construire votre hutte placide","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Construire la hutte placide après avoir collecté les matériaux nécéssaires<Unknown14>EC</Unknown14></Color>","Accéder à l'atelier pour fabriquer une hache en pierre de pionnier, puis parler à Chamoiselle",10,10,11,0,10,1,11,5,12,3,5,4,8,5,9,0,0,0,0,0
6,"Objectif de développement : construire votre hutte placide","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","Construire la hutte placide après avoir collecté les matériaux nécéssaires",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
7,"Objectif de développement : cultiver vos champs","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","
",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
8,"Objectif de développement : cultiver vos champs","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Demander à Rodolfermier de préparer les terres arables<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
9,"Objectif de développement : cultiver vos champs","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Rodolfermier<Unknown14>EC</Unknown14></Color>","Demander à Rodolfermier de préparer les terres arables",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
10,"Objectif de développement : cultiver vos champs","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Utiliser le mode “Semer” pour semer des graines dans vos champs<Unknown14>EC</Unknown14></Color>","Parler à Rodolfermier",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,-240,112,40,0
11,"Objectif de développement : cultiver vos champs","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Utiliser le mode “Arroser” pour asperger vos parcelles d'eau<Unknown14>EC</Unknown14></Color>","Utiliser le mode ""Semer"" pour semer des graines dans vos champs",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,-240,112,40,0
12,"Objectif de développement : cultiver vos champs","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Rodolfermier<Unknown14>EC</Unknown14></Color>","Utiliser le mode ""Arroser"" pour asperger vos parcelles d'eau",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
13,"Objectif de développement : élever des animaux","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
14,"Objectif de développement : élever des animaux","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Demander à Béberger de préparer le pâturage<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
15,"Objectif de développement : élever des animaux","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Béberger<Unknown14>EC</Unknown14></Color>","Demander à Béberger de préparer le pâturage",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
16,"Objectif de développement : élever des animaux","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Utiliser le mode “Capturer” pour attraper un animal<Unknown14>EC</Unknown14></Color>","Parler à Béberger",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,300,-252,600,0
17,"Objectif de développement : élever des animaux","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Béberger<Unknown14>EC</Unknown14></Color>","Utiliser le mode ""Capturer"" pour attraper un animal",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
18,"Objectif de développement : élever des animaux","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Utiliser le mode “Nourrir” pour donner à manger à vos animaux<Unknown14>EC</Unknown14></Color>","Parler à Béberger",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,-292,148,40,0
19,"Objectif de développement : élever des animaux","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Béberger<Unknown14>EC</Unknown14></Color>","Utiliser le mode ""Nourrir"" pour donner à manger à vos animaux",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
20,"Objectif de développement : construire une fabrique et développer le commerce","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
21,"Objectif de développement : construire une fabrique et développer le commerce","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Demander à Dédéfricheur I d'aménager le terrain<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
22,"Objectif de développement : construire une fabrique et développer le commerce","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Dédéfricheur I<Unknown14>EC</Unknown14></Color>","Demander à Dédéfricheur I d'aménager le terrain",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
23,"Objectif de développement : construire une fabrique et développer le commerce","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Collecter les matériaux nécessaires pour fabriquer un marteau en pierre de pionnier dans l'atelier<Unknown14>EC</Unknown14></Color>","Parler à Dédéfricheur I",3,3,4,9,2,10,11,4,12,255,0,0,255,0,0,0,0,0,0,0
24,"Objectif de développement : construire une fabrique et développer le commerce","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Collecter les matériaux nécessaires pour construire une fabrique<Unknown14>EC</Unknown14></Color>","Collecter les matériaux nécessaires pour fabriquer un marteau en pierre de pionnier dans l'atelier",9,10,10,0,10,1,14,10,15,11,5,12,8,5,9,0,0,0,0,0
25,"Objectif de développement : construire une fabrique et développer le commerce","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Dédéfricheur I<Unknown14>EC</Unknown14></Color>","Collecter les matériaux nécessaires pour construire une fabrique",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
26,"Objectif de développement : construire une fabrique et développer le commerce","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
27,"Objectif de développement : construire une fabrique et développer le commerce","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Développer votre île comme bon vous semble<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
28,"Objectif de développement : améliorer vos compétences de pionnier","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
29,"Objectif de développement : améliorer vos compétences de pionnier","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Développer votre île comme bon vous semble<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
30,"Objectif de développement : enquêter sur les rumeurs autour de l'île","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
31,"Objectif de développement : enquêter sur les rumeurs autour de l'île","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Inspecter les alentours de la montagne moussue<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,420,-145,40,0
32,"Objectif de développement : enquêter sur les rumeurs autour de l'île","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","Inspecter les alentours de la montagne moussue",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
33,"Objectif de développement : enquêter sur les rumeurs autour de l'île","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Édouarpenteur<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
34,"Objectif de développement : enquêter sur les rumeurs autour de l'île","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Fabriquer des outils de forage taille réduite et les donner à Édouarpenteur<Unknown14>EC</Unknown14></Color>","Parler à Édouarpenteur",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
35,"Objectif de développement : rendre votre île encore plus plaisante","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
36,"Objectif de développement : rendre votre île encore plus plaisante","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Continuer à développer votre île comme bon vous semble<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
37,"Objectif de développement : explorer la caverne croulante","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
38,"Objectif de développement : explorer la caverne croulante","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Édouarpenteur<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
39,"Objectif de développement : explorer la caverne croulante","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Inspecter la caverne croulante<Unknown14>EC</Unknown14></Color>","Parler à Édouarpenteur",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,310,-255,40,1
40,"Objectif de développement : explorer la caverne croulante","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Édouarpenteur<Unknown14>EC</Unknown14></Color>","Inspecter la caverne croulante",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
41,"Objectif de développement : explorer la caverne croulante","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Fabriquer des outils de forage supérieurs taille réduite et les donner à Édouarpenteur<Unknown14>EC</Unknown14></Color>","Parler à Édouarpenteur",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
42,"Objectif de développement : sublimer votre Félicité insulaire","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Parler à Chamoiselle<Unknown14>EC</Unknown14></Color>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
43,"Objectif de développement : sublimer votre Félicité insulaire","<Color(-1)><Unknown14>FEFF0A6992</Unknown14>Développer votre île jusqu'à son niveau maximum<Unknown14>EC</Unknown14></Color>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
44,"","","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
45,"","","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
