key,0,1
#,,
int32,str,str
0,"TEXT_JOBXBM001_05490_SEQ_00","Cet aventurier semble avoir très envie de parler à quelqu'un."
1,"TEXT_JOBXBM001_05490_SEQ_01","Un aventurier vous a raconté qu'il avait aperçu une bête inconnue, quelque part autour du havre des Renouées. Info ou intox<Indent/>? Pour le savoir, rendez-vous à l'endroit indiqué et observez les alentours."
2,"TEXT_JOBXBM001_05490_SEQ_02","Vous avez retrouvé la bête de la rumeur alors qu'elle se faisait attaquer par un écureuil agressif. Heu<SoftHyphen/>reu<SoftHyphen/>se<SoftHyphen/>ment, un inconnu accompagné d'un coeurl s'est interposé, et a envoyé le belliqueux rongeur au tapis. Le calme revenu, vous avez été rejoints par sa disciple, la Gobeline Loosefrox, qui a reconnu la bête mystère comme étant un jeune cu sith, un animal rare venu de loin. Reparlez au Miqo'te d'allure exotique tandis qu'il examine les quelques blessures de la créature."
3,"TEXT_JOBXBM001_05490_SEQ_03","Le visiteur miqo'te, J'yhuh Tia de son nom, ainsi que sa disciple Loosefrox vous ont brièvement parlé d'eux et de l'“école du cornago” qu'ils re<SoftHyphen/>pré<SoftHyphen/>sen<SoftHyphen/>tent, l'une des nombreuses variantes de dressage qui existent à travers le monde. J'yhuh Tia vous propose justement de vous y essayer, en tentant d'amadouer le jeune cu sith avec un jambonneau. Tendez-lui le morceau de viande et voyez sa réaction."
4,"TEXT_JOBXBM001_05490_SEQ_04","Le cu sith a accepté votre offrande avec joie. J'yhuh Tia vous propose à présent de transformer l'essai en le <Emphasis>caressant</Emphasis>."
5,"TEXT_JOBXBM001_05490_SEQ_05","Le cu sith s'est délecté de vos caresses au point d'en surprendre l'assemblée. Devinant en vous un talent inné pour le dressage, J'yhuh Tia s'est alors proposé de devenir votre professeur. Reparlez-lui quand vous serez <If(PlayerParameter(4))>prête<Else/>prêt</If> à écouter un peu de théorie."
6,"TEXT_JOBXBM001_05490_SEQ_06","J'yhuh Tia vous a expliqué les principes de l'école du cornago, laquelle accorde une importance par<SoftHyphen/>ti<SoftHyphen/>cu<SoftHyphen/>liè<SoftHyphen/>re à la relation entre le dresseur et ses bêtes. Il vous a ensuite proposé de prendre le cu sith sous votre aile, celui-ci ayant vraisemblablement perdu son maître récemment. Équipez-vous de <SheetFr(Item,2,47470,1,1)/> qu'il vous a remise, utilisez votre urne de cu sith pour nouer votre tout premier pacte, puis reparlez à votre mentor pour poursuivre votre formation."
7,"TEXT_JOBXBM001_05490_SEQ_07",""
