key,0,1
#,,
int32,str,str
0,"TEXT_JOBXBM142_05497_SEQ_00","Lauda voudrait vous exposer les résultats de votre dernière incursion dans le Dédale."
1,"TEXT_JOBXBM142_05497_SEQ_01","Loosefrox a réussi l'épreuve du deuxième plateau, tout comme vous. Toutefois, la difficulté des combats lui a permis de comprendre que ses talents de dresseuse ne résidaient pas dans ses aptitudes martiales, mais plutôt dans son amour pour les bêtes et ses con<SoftHyphen/>nais<SoftHyphen/>san<SoftHyphen/>ces étendues à leur sujet. Maintenant que votre rivalité avec Loosefrox est enterrée, Lauda a souhaité s'entretenir avec vous en privé. Retrouvez-la aux berges de Jade."
2,"TEXT_JOBXBM142_05497_SEQ_02","Lauda vous a raconté comment l'orgueil de son père a causé la chute de son clan et la situation actuelle. À force de vous observer, la jeune femme a fini par repenser sa condition de dresseuse, et c'est désormais habitée par une motivation nouvelle qu'elle vous a annoncé vouloir faire face à Dévoreuse, dans l'espoir d'expier les fautes du passé. Toutefois, avant qu'elle puisse entamer le dialogue avec la bête, il vous faudra calmer cette dernière en l'affrontant dans le troisième plateau du Dédale. J'yhuh Tia vous a donné rendez-vous au Bannock afin de vous préparer comme il se doit avant cette ultime épreuve."
3,"TEXT_JOBXBM142_05497_SEQ_03","Vous avez retrouvé votre mentor, très admiratif de la détermination qui habite Lauda. Il vous a invité<If(PlayerParameter(4))>e<Else/></If> à vous entraîner de plus belle avant de vous lancer dans le Dédale.
* J'yhuh Tia propose la prochaine quête aux dresseurs de niveau 50."
4,"TEXT_JOBXBM142_05497_SEQ_04",""
5,"TEXT_JOBXBM142_05497_SEQ_05",""
6,"TEXT_JOBXBM142_05497_SEQ_06",""
7,"TEXT_JOBXBM142_05497_SEQ_07",""
8,"TEXT_JOBXBM142_05497_SEQ_08",""
9,"TEXT_JOBXBM142_05497_SEQ_09",""
10,"TEXT_JOBXBM142_05497_SEQ_10",""
11,"TEXT_JOBXBM142_05497_SEQ_11",""
12,"TEXT_JOBXBM142_05497_SEQ_12",""
13,"TEXT_JOBXBM142_05497_SEQ_13",""
14,"TEXT_JOBXBM142_05497_SEQ_14",""
15,"TEXT_JOBXBM142_05497_SEQ_15",""
16,"TEXT_JOBXBM142_05497_SEQ_16",""
17,"TEXT_JOBXBM142_05497_SEQ_17",""
