key,0,1
#,,
int32,str,str
0,"TEXT_JOBXBM132_05495_SEQ_00","J'yhuh Tia est ravi de votre première victoire dans le Dédale bestial."
1,"TEXT_JOBXBM132_05495_SEQ_01","Votre maître vous a félicité<If(PlayerParameter(4))>e<Else/></If> pour votre premier succès au sein du Dédale. Il vous a toutefois demandé de le rejoindre au Bannock afin de lui exposer tous les détails de votre périple."
2,"TEXT_JOBXBM132_05495_SEQ_02","Vous avez raconté à J'yhuh Tia et Loosefrox comment s'est déroulée votre traversée du premier plateau. Peu après, la Gobeline a souhaité s'entretenir avec vous afin de vous donner des in<SoftHyphen/>for<SoftHyphen/>ma<SoftHyphen/>tions utiles à la suite des épreuves. Retrouvez-la et partez en vadrouille ensemble."
3,"TEXT_JOBXBM132_05495_SEQ_03","Vous avez entamé une balade en compagnie de Loosefrox. Même si la Gobeline ne se sent pas totalement à l'aise, elle vous a promis de faire un effort.
* Si vous vous retrouvez <If(PlayerParameter(4))>séparée<Else/>séparé</If> de Loosefrox, reparlez-lui près du Bannock pour qu'elle vous accompagne à nouveau."
4,"TEXT_JOBXBM132_05495_SEQ_04","Loosefrox vous a présenté les bases concernant les faiblesses de certaines bêtes. Continuez de vous promener avec elle."
5,"TEXT_JOBXBM132_05495_SEQ_05","Votre cours champêtre en compagnie de la Gobeline se poursuit, et vous avez appris à profiter des effets de certaines attaques afin d'exploiter les vulnérabilités des bêtes. Continuez d'avancer avec Loosefrox."
6,"TEXT_JOBXBM132_05495_SEQ_06","La marche a suf<SoftHyphen/>fi<SoftHyphen/>sam<SoftHyphen/>ment épuisé Loosefrox, qui a réclamé une petite pause. Elle vous a partagé une anecdote de son passé<Indent/>: sa rencontre avec J'yhuh Tia et ce qui l'a motivée à devenir dresseuse. En tant que mentor, elle souhaite prouver qu'il reste encore un fossé entre elle et vous, et vous demande de vaincre Moutardonne, une draconide de son bestiaire."
7,"TEXT_JOBXBM132_05495_SEQ_07","Vous avez triomphé contre la bête de Loosefrox. Parlez désormais à la Gobeline."
